#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
protein YhbP	univ	cs	10	UPF0306 protein YhbP	b9977eef6bad6888bd995737f68c369amlt_after	UPF0213 protein YhbQ	c5c2eb4561b5520c3522fc01e5e966d0mlt_after	RNA-binding protein YhbY	145408edf4d5ff3b4345c17b39ce06c7mlt_after	Uncharacterized protein YhbB	25b25fa6b6018aa5b99668caaa89351amlt_after	Uncharacterized protein YhbD	2e8da1559b47495c93f1e0cee286f53bmlt_after	Uncharacterized protein YhbE	5d90f53e3e8455e503d94ccac1086673mlt_after	Uncharacterized protein YhbF	442e3b4431aec0d104be2af8e5d4e7b3mlt_after	Uncharacterized protein YhbV	5c6f7c085edda5fd8fa3c8ba002ee51cmlt_after	SCP2 domain-containing protein YhbT	08d3cbb8599e5980927f6c6c68fadb1dmlt_after	Stress response UPF0229 protein YhbH	79ee8f3c816ea2aa1e49c90d29864bb8mlt_after	ribosome assembly RNA-binding protein YhbY	afe1ad1e87ee476f4cac33feb4c1db05mlt_after	Protein YhcC	8e05bf4a4804236545c5d5c459f35637mlt_after	Protein YhfA	41d29599edefeca3ff8581afdafef771mlt_after	Protein YhgF	2854581b04c043710059dd8fb27ad01fmlt_after	Protein YhgO	39e978d474075df9aa66bd63df2a36admlt_after
protein in sno 5'region (ORF7)	univ	cs	10	Macro domain-containing protein in sno 5'region	b6b159b337ef19a97411b3e16a2a5166mlt_after	Nucleotide-binding protein in ptsO 5'region	7ab56b70c0dee811facf2e569a1179a4mlt_after	Uncharacterized 10.9 kDa protein in fmrO 5'region	bc6cdb78e7a97ca8ae2e04fe4225b9d4mlt_after	Uncharacterized 10.1 kDa protein in ORF3 5'region	f876af0a47ff4391e0db1ecf400b29damlt_after	Uncharacterized 9.5 kDa protein in ORF3 5'region	1923daf404360881dfba543dd078f0c9mlt_after	ribosomal protein in infB 5'region	b0f0e976d656822bbd9ee718ccf4a8f1mlt_after	UPF0065 protein in gbd 5'region	73d5d9935487b9ab3da5546c03d60b7amlt_after	UPF0346 protein in cse 5'region	22fbe899a20b4f90f4ad07a859f93cfemlt_after	UPF0213 protein in ldhD 5'region	08a222aeb0940138fe3b956fe53b1331mlt_after	UPF0310 protein in gntR 5'region	cc69ee32057c16719848596dc4c8026dmlt_after	Protein SNORC	d9b32e58af9545672ea4114f83db7ac7mlt_after	ATP synthase subunits region ORF 7	cb96bb37da8aede6568483b41130749cmlt_after	UPF0177 protein in abiGi 5'region	0b755c40877d7820b41b0da7844529a8mlt_after	UPF0178 protein in pahZ1 5'region	b137bc3a17539e8ac93d56f45fc3f75fmlt_after	Uncharacterized protein in sor 5'region	1d13fd225196f00c2878f09600980411mlt_after
protein of unknown function	univ	cs	10	Unknown protein	7baa891a38daf83553da68ee84366822mlt_after	Unknown protein 1	1b45dc8a3c4bef199a5ac64d59886c66mlt_after	Unknown protein 2	431245b2e8717207353e7a7ef280a256mlt_after	Unknown protein 3	fcd3a12250d5d8b116b2737d2be76b97mlt_after	Unknown protein 4	93d62fa0a4f42a8c8b107aae7cf85b9dmlt_after	Unknown protein 5	0c142d9ba09d0011ae4c83e7db12b308mlt_after	Unknown protein 6	20881bd9eab1e3a7e311c4f19a6e72e9mlt_after	Unknown protein 7	56495e6670962b3ddb10041c8e173326mlt_after	Unknown protein 8	cea27aac976395cfd662e6fe3dc4c61emlt_after	Unknown protein 9	2ef005b70d1da4907d2dde6de14a0f20mlt_after	Unknown protein 10	11d67bf920b03c9a81f8e417a4dcd904mlt_after	Unknown protein 11	dd301bd4f950c8950fe3cadc6649b383mlt_after	Unknown protein 12	3b549c402844a20d1f9dc26479b4000dmlt_after	Unknown protein 13	aac8abe1b10e340f35e8971c4c33462fmlt_after	Unknown protein 14	bb9e5e14853b8a2b03fed1479951b781mlt_after
proton/sodium-glutamate symport protein (Glutamate-aspartate carrierprotein)	univ	cs	10	Proton/sodium-glutamate symport protein	2ba7eee28abc72f8e5860248e3682544mlt_after	Sodium/glutamate symporter	32955c4a18f185bb0c616239e49cba98mlt_after	Proton/glutamate-aspartate symporter	6bc0f7dc41986150ed304cb97aadff40mlt_after	glutamate/aspartate:proton symporter GltP	83a2d4796f1b5f0b11960b57d7c9ecbcmlt_after	sodium/glutamine symporter GlnT	7d98d7e3d51e6127ff1661cbcc803acemlt_after	Glutamate/aspartate import permease protein GltJ	c6d0270fca049d4032a87614855b498bmlt_after	Glutamate/aspartate import permease protein GltK	7ec5a9bf46d000b86fe61d521cb98482mlt_after	Aspartate-proton symporter	d59eb514e9e6eb6ac372a98bf1018237mlt_after	Glutamate/aspartate import ATP-binding protein GltL	26efd64b07b7c915d347e29eb06d278fmlt_after	Glutamate/aspartate import solute-binding protein	60a88dbbd3241813290546608755232dmlt_after	Glutamate/glutamine/aspartate/asparagine transport ATP-binding protein BztD	7db85c21dee5281a329d6801ae80c7e0mlt_after	Glutamate/glutamine/aspartate/asparagine-binding protein BztA	8ffa3fdd57b1956f32d18ffdaf81443fmlt_after	L-aspartate/L-glutamate decarboxylase	e6ee4146b957516d43ac9fe31ab969e0mlt_after	glutamate/aspartate transport system permease GltK	fbe119fadc1e4013f5086e1051991299mlt_after	Alpha-aminoadipate/glutamate carrier protein LysW	eed8b3f59a3d7d920d5e25ae6ff3ae5cmlt_after
pseudouridine synthase, RluA family	univ	cs	10	pseudouridine synthase	d404ff82b614cede867670b4af8866ecmlt_after	Dual-specificity RNA pseudouridine synthase RluA	3c6af92372b044de817518e7cc68049bmlt_after	tRNA pseudouridine synthase	81ecd727d0ea240e44228e629535999cmlt_after	RNA pseudouridine synthase 1	c77444b3ece6ecaffa9018704e112a57mlt_after	RNA pseudouridine synthase 5	c398f1715eab8163e563f0b576a8fc9bmlt_after	RNA pseudouridine synthase 7	edd0a6ee7e9cce1fcacc623da562a4eemlt_after	tRNA pseudouridine synthase 1	805d8c067dbd790fc0ef597182c178bbmlt_after	tRNA pseudouridine synthase B	d257cdee5e1a6127da980a8ea22a1268mlt_after	tRNA pseudouridine synthase D	a3fb42fa3620dfa69d88f8dc53b5e9d6mlt_after	tRNA pseudouridine synthase 2	79e1f75a5751b131551ff7b74adc30e3mlt_after	tRNA pseudouridine synthase 4	704f15375b9dd35b07f7a3ecf221e382mlt_after	tRNA pseudouridine synthase A	397e29714d5126e75bd4863aaa2a65f1mlt_after	tRNA pseudouridine synthase C	b8fd24f7eb2054e7be509aa461c60251mlt_after	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	9b66d6c6c090ac1f4fb129c46e30a139mlt_after	tRNA pseudouridine synthase D 1	6b445d68346dde4b2b6bb3ea872c7029mlt_after
putative Cell division protease FtsH-like protein	univ	cs	10	putative cell division protein FtsQ	5b0395954c4b2e2dc1b721297a0e03bbmlt_after	putative cell division protein FtsB	19de4090a63d99387c3b1e0a14d5f863mlt_after	putative cell division protein FtsZ	f6b59fb79e4492f375f8e264947ea312mlt_after	putative cell division protein FtsA	c69e20692c2ba46ddca0f1850d0a62efmlt_after	putative cell division protein FtsL	99167b05e7a2f8eaaa9aca6d4306eca0mlt_after	putative cell division protein FtsW	b55042172568a0c45aa359d70e6807edmlt_after	putative cell division protein FtsP	c3d62349fe71c65a057181bb9915bf30mlt_after	putative cell division protein FtsE	e0e00815575131beba8fbb4bd7684084mlt_after	putative cell division protein FtsN	eed91c118447de28b2abab10f6b32174mlt_after	putative cell division protein FtsX	0c9e66205f507e2eafcf64397e692be6mlt_after	putative Cell division protein FtsZ 1	274d2633d607783959b21f0341f2adc9mlt_after	putative Cell division protein FtsZ 2	a27d44b71bbfa1ee19baa3b36768a80dmlt_after	putative Cell division protein A	f4267faffee6dc00c9227ff3f4ebf833mlt_after	putative Cell division protein B	d4e5c600ef07b71d41298340440c1fcfmlt_after	putative Cell division protein C	50ac5b3a1cba2a24f9ea7f37d7005e91mlt_after
putative probable lipopolysaccharide biosynthesis protein	univ	cs	10	putative lipopolysaccharide biosynthesis protein	801f6b19f6d8afafdad075fb6ba271ccmlt_after	putative lipopolysaccharide biosynthesis protein RfbH	0cdcd6b9bccae1e81508bc8415b5df19mlt_after	putative Lipopolysaccharide biosynthesis protein WzxC	40e13255dc8734e3fc94334321f6e3a3mlt_after	putative lipopolysaccharide biosynthesis protein PA4999	29968df5eea4e1abb0236c17e43353c4mlt_after	putative polysaccharide biosynthesis protein	885766cbde03935c93c5b209cc6dcc9emlt_after	putative Lipopolysaccharide core biosynthesis protein RfaG	e142a34e3b2e4349c75c2c22054f37b2mlt_after	putative Lipopolysaccharide core biosynthesis protein RfaS	0c8a7fb8029154aaec47e9a05654344dmlt_after	putative Lipopolysaccharide core biosynthesis protein RfaZ	14ec8c5f2459abf9ada279c97423fc0amlt_after	putative Vi polysaccharide biosynthesis protein TviE	a87ef3fda2ba233c62e203e342e81177mlt_after	putative Vi polysaccharide biosynthesis protein TviD	9858b7ae1c5836a1f97e08fb2c346ebdmlt_after	putative Vi polysaccharide biosynthesis protein TviA	9c3f0d8c403089569232656c8de1aae9mlt_after	putative polysaccharide biosynthesis protein EpsC	02b924ee35158153e6c13d6d77bdac46mlt_after	putative Vi polysaccharide biosynthesis protein VipA/TviB	21bdb8763dc7c7b7e4d4cf13835509c4mlt_after	putative Vi polysaccharide biosynthesis protein VipB/TviC	3116f06a862403aed602da645e71468cmlt_after	putative Vi polysaccharide biosynthesis protein VipC/TviE	3b73c27be201188f6ce484fabe95c7e2mlt_after
putative secreted protein, autotransporter domain	univ	cs	10	putative secreted autotransporter protein YfaL	516b7f146b843f7c4dcb9d3629913f2emlt_after	putative Secreted autotransporter protein EatA	517b7f7ac39e0acfc78cbf35b8548e84mlt_after	putative Secreted autotransporter protein EspC	d1c37c619f6d07b1a693e6b883531e33mlt_after	putative Secreted autotransporter protein EspP	1ac06aae4ed052e08747ab490c9e7ef8mlt_after	putative autotransporter beta-domain	8ee10aee2e91951790c6b554be3428c1mlt_after	putative Pertactin autotransporter	fbda4631a6eb0355dc490255ad8e9296mlt_after	putative BrkA autotransporter	656bf6e870bbae97117c19937c2b5c2amlt_after	putative autotransporter YfaL	26a4c4e57ff226a2c3abfe85c9fb61a5mlt_after	putative AIDA-I autotransporter	6752a3f7e925a2c7b1bca6211bd54a0fmlt_after	putative Vacuolating cytotoxin autotransporter	e42362698ca62c83df15be7ccb2578f9mlt_after	putative Adhesin Ata autotransporter	e58bdbb3026d56a37403caa5810b1b1fmlt_after	putative autotransporter adhesin Ag43	07e7d3929cb44a2a728beb93596be322mlt_after	putative autotransporter ROD_p1121	42a831fc8410cd6245dd26ffc1d43f63mlt_after	putative autotransporter adhesin AIDA-I	090000744be57a32d862963189e945c2mlt_after	putative autotransporter-associated N-terminal domain-containing protein	a69a4b2e5ceac1910d132d366ab19f92mlt_after
ribonuclease P protein component (RNaseP protein) (RNaseP protein) (Protein C5)	univ	cs	10	ribonuclease P protein component	5d609d55ef9dc231723503cfd0ee96c3mlt_after	ribonuclease P protein component 2	47cb8df541c2978842c087ea30078590mlt_after	ribonuclease P protein component 1	76be6c41bc609d37ac25dfee777b58fdmlt_after	ribonuclease P protein component 4	3216640c307c55fcab7989c3438bed32mlt_after	ribonuclease P protein component 3	41ae9998b53cdd381ca150c776c84f0cmlt_after	Ribonuclease P protein component, mitochondrial	7af5386a2d20d04f749388253e07144fmlt_after	56 kDa U1 small nuclear ribonucleoprotein component	1a8331a2c7c24029551a68a49ee200e7mlt_after	U1 small nuclear ribonucleoprotein component PRP42	049111c3f7978898f3c2f8b6a94c3475mlt_after	U1 small nuclear ribonucleoprotein component SNU71	cc1445a3bff5dee7f6198884dfba7776mlt_after	116 kDa U5 small nuclear ribonucleoprotein component	5ca0bd47820d70f45d358394f2517005mlt_after	ribonuclease P protein subunit 1	882bbb0b14f4b50fa45e9d6e3c88f94emlt_after	ribonuclease P protein subunit 3	5936c2d0d17a591ce897ea92fc5b0a04mlt_after	109 kDa U5 small nuclear ribonucleoprotein component GFL	f0c63565938ddc8e835272273776ab62mlt_after	110 kDa U5 small nuclear ribonucleoprotein component CLO	30f9fe557556e60e37bf51e8cf4ab44cmlt_after	23 kDa U4/U6.U5 small nuclear ribonucleoprotein component	000ccd3b91ec0d907c0d2fe4b00f593emlt_after
ribosomal protein L2	univ	cs	10	ribosomal protein L20	cc5a08a17553db4862a4740e79e049bbmlt_after	ribosomal protein L21	75b212edf08ed1cd6353edbd42097254mlt_after	ribosomal protein L22	f28b3f39867975926210ed59a2a473a3mlt_after	ribosomal protein L23	29d805fc106ee39089e84014010815f1mlt_after	ribosomal protein L24	f918066b0c75f175b01ed43ab72d2ce5mlt_after	ribosomal protein L27	fc313726e2ec318365ca9e0abb606600mlt_after	ribosomal protein L28	c030832514146d4521ba9f50cc1212abmlt_after	ribosomal protein L29	cf1e75a84b036dae2fb4d84329d07b7amlt_after	50S ribosomal protein L2	a28d05772db5bb7fe15ae99bfb76bcc0mlt_after	60S ribosomal protein L2	ac0771a75357f3d3beb0e9d77c3b73edmlt_after	50S ribosomal protein L27	09baa131c96157e943ed1526ce429917mlt_after	50S ribosomal protein L20	b98f7dde745fd4ed21fcfedca0ef49bamlt_after	50S ribosomal protein L24	69243dc7c46ded09b5183bb5506b17f0mlt_after	50S ribosomal protein L22	bb002958d95b91c0f1e7b5fe9d54302dmlt_after	50S ribosomal protein L29	c476a1d249d57a79e265eab27390135bmlt_after
single-stranded DNA-binding protein (SSB) (Helix-destabilizingprotein)	univ	cs	10	Single-stranded DNA binding protein Ssb	db2c00423170c8108b629e0f76664129mlt_after	Helix-destabilizing protein	42d8494ad5cb7d78703196b5061834ffmlt_after	single-stranded DNA-binding protein	d3490a5565b05dd1295311700e9332e6mlt_after	Single-stranded DNA-binding protein 1	388538253c5c654de97028d06d6f97a4mlt_after	Single-stranded DNA-binding protein 2	0afeca88562d4ac91c37d4bc640ac481mlt_after	Single-stranded DNA-binding protein 3	2ba76135a6a603d927cf9d286189b077mlt_after	Single-stranded DNA-binding protein 4	119b3f7061568e38a0bfd683054f9dcbmlt_after	Single-stranded DNA-binding protein A	82de0aa47ffd97cf8d6b566ec25b3426mlt_after	Single-stranded DNA-binding protein B	e6cb8284661e16a0604772cec29108f5mlt_after	Single-stranded DNA-binding protein DdrA	7e16c210b62fc88d7fa263ded6211118mlt_after	Single-stranded DNA-binding protein DdrB	7071016922883fbb1c3957c2b3aaf032mlt_after	Single-stranded DNA-binding protein gp2.5	d6dfd4b5fe338c4617b17f681dbfd1f1mlt_after	single-stranded DNA-binding protein ycf41	27b0960527c8f9e0cabba15aa0c9c48emlt_after	Single-strand DNA-binding protein	015576a303fc9ecf585cf924216ff624mlt_after	Single-stranded DNA-binding protein homolog sam-10	a0c37ed151e3fbb77d54f187e1cc2998mlt_after
superoxide dismutase (Fe)	univ	cs	10	superoxide dismutase (Mn/Fe	882e1e25c85a3cb1568da08c8b3d7757mlt_after	superoxide dismutase [Fe]	f780922181e878c8ac5d55e143c363famlt_after	superoxide dismutase [Mn]	50005268136682a5edab248a90543609mlt_after	Superoxide dismutase [Ni]	733ecd8051efbf85e8dc06b7f40ff97fmlt_after	Superoxide dismutase [Mn] 1	66404f92c6084e0eb43170746a53ae3emlt_after	Superoxide dismutase [Mn] 2	d697e5ff761058835b99a82ecc7455e7mlt_after	Superoxide dismutase [Mn] 3	f450ad9657cafe75d21ab0654c328858mlt_after	superoxide dismutase [Cu-Zn]	a5c4ff9aa35a765d0fd53e7f83de2f7emlt_after	Superoxide dismutase [Fe-Zn]	71de8ce458b95d7c87318aa76347c896mlt_after	Superoxide dismutase [Mn/Fe]	dad426331121613c3661568a0b363598mlt_after	superoxide dismutase [Cu-Zn] 6	0d4b349e25c84009f4326021a17ad358mlt_after	Superoxide dismutase [Cu-Zn] 1	9689ae92a48aafb089aa715361bb1d61mlt_after	Superoxide dismutase [Cu-Zn] 2	d9ba14565237ce050f4c9614d2933c0emlt_after	Superoxide dismutase [Cu-Zn] 3	f105b4d35cbf6e72663aee26c99e119cmlt_after	Superoxide dismutase [Cu-Zn] 4	9192adc210c35edfb2acd8508cce5ec0mlt_after
tRNA (guanine-N(7)-)-methyltransferase (tRNA(m7G46)-methyltransferase)	univ	cs	10	tRNA (guanine-N(7)-)-methyltransferase	49d714e1b515f03be4fee74f300abcfbmlt_after	tRNA (guanine-N(7)-)-methyltransferase A	9b6dad047f8cfc63d1dafea8958b2beemlt_after	tRNA (guanine-N(7)-)-methyltransferase B	8c266f9cf041d579b2a40bf715153074mlt_after	mRNA (guanine-N(7)-)-methyltransferase	8e0540b07007d40b2848a7188b2c50e6mlt_after	18S rRNA (guanine-N(7))-methyltransferase	f8efcf3a1f2886f29a8a078a9e80a303mlt_after	18S rRNA (guanine-N(7))-methyltransferase RID2	9bd80bb9fdbe097b81c5c987957e8e9emlt_after	Guanine-N7 methyltransferase	518585c80026950026cc1b2833890fd8mlt_after	18S rRNA (guanine-N(7))-methyltransferase bud23	4dc22e01daa403148b9a2b86355f897fmlt_after	mRNA cap guanine-N7 methyltransferase	b7e4b91e99ca81fdfaf6a8c1c1867209mlt_after	tRNA (guanosine(46)-N7)-methyltransferase TrmB	21caee53d058b80d7a360ed021ecf9f6mlt_after	mRNA cap guanine-N7 methyltransferase 1	229694e46a8700120ebb7389f36f9fc7mlt_after	mRNA cap guanine-N7 methyltransferase 2	436e72259993731bc77c18e5d282452emlt_after	tRNA (guanine-N(1)-)-methyltransferase	426410b1a06c4a7c2edbf5c2b5dcc1b1mlt_after	tRNA (guanine-N1)-methyltransferase	82105047072198069304857b6c7a897dmlt_after	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	f3c72ea5e915a7286068cd6e61b51237mlt_after
tetraacyldisaccharide-1-P 4'-kinase	univ	cs	10	tetraacyldisaccharide 4'-kinase	097a1ce9780cac5bbce9155f0df93115mlt_after	MULTISPECIES: tetraacyldisaccharide 4'-kinase	5b3b251c028110617482b59a6b81667dmlt_after	tetraacyldisaccharide 4'-kinase, mitochondrial	9f1441b17eb73abe2098e3dd6e90da5emlt_after	Pectate trisaccharide-lyase	b61c4de0fa1e18d3c36d46ff487e7dc5mlt_after	Pectate disaccharide-lyase	836e4a63fbdbf465de8663da3fcaace5mlt_after	lipid-A-disaccharide synthase	f9e37977d9aba3da40801a4355a42425mlt_after	Lipid-A-disaccharide synthase 1	1aaf169965275a94babf2faf2e643f70mlt_after	Lipid-A-disaccharide synthase 2	8c8a1798014586ffd9ae860aaaae0af7mlt_after	chitin disaccharide deacetylase	6b7ec9135935c882fea4d45592e2b5e1mlt_after	Monosaccharide transporter	0daaf4d229dba200c77ce4f9d39ec6a3mlt_after	Polysaccharide lyase	91961b563da87dd05141b3e7ec144f42mlt_after	lipid-A-disaccharide synthase, mitochondrial	4cdfc8c8160b9daa3f3291abb5b3b8abmlt_after	Monosaccharide porin	7cf596ef0e389bbfd88d1354fb2223e7mlt_after	Unsaturated chondroitin disaccharide hydrolase	e733618038157c32365bb6d44dcab8admlt_after	Lipopolysaccharide 1,2-glucosyltransferase	bb55a484d02773c3a96726a01acef63amlt_after
thiazole biosynthesis protein ThiG	univ	cs	10	thiazole biosynthesis protein	4565d495b8450b52838801536293a99bmlt_after	thiamine biosynthesis protein ThiF	c1a671222939aae8a5a6c835f12e0a3fmlt_after	thiamine biosynthesis protein ThiC	99b88247f3c12d8753ec3195ec5d1acdmlt_after	thiamine biosynthesis protein ThiS	3522521681b128333825d232bcc32d5bmlt_after	Thiamine biosynthesis protein THI22	51409ab4dca522bff71ee9a6ffe1e06fmlt_after	thiamine biosynthesis protein	93b0b8a8f78a69d18b83f6c4f8aaee8bmlt_after	Thiamine biosynthesis protein X	2bf4a0c27efcf13bb923bdc319d3c7e5mlt_after	capsule biosynthesis protein	6033825a965b65beaf8b6c2f911c42c0mlt_after	Fumipyrrole biosynthesis protein C	7c96064743884f99de32f3793d49c633mlt_after	thiamine biosynthesis protein HI_0357	5a3bbc775ed453e2ad308d5120ed8268mlt_after	Capsule biosynthesis protein CapA	726b18ceda9c7a11a7dea133323702f9mlt_after	Capsule biosynthesis protein CapB	fe456996ac7dd02ee55163298e53287bmlt_after	Capsule biosynthesis protein CapC	791e24a87d5b3ca3f86a2a92df4a7889mlt_after	Bifunctional thiamine biosynthesis protein ThiDN	91153ea87d6ff60446374b527818c7b1mlt_after	Thiazole synthase	8589197bed52c3657fe5099d0a20933dmlt_after
thiazole biosynthesis protein ThiH	univ	cs	10	thiazole biosynthesis protein	4565d495b8450b52838801536293a99bmlt_after	thiamine biosynthesis protein ThiF	c1a671222939aae8a5a6c835f12e0a3fmlt_after	thiamine biosynthesis protein ThiC	99b88247f3c12d8753ec3195ec5d1acdmlt_after	thiamine biosynthesis protein ThiS	3522521681b128333825d232bcc32d5bmlt_after	Thiamine biosynthesis protein THI22	51409ab4dca522bff71ee9a6ffe1e06fmlt_after	thiamine biosynthesis protein	93b0b8a8f78a69d18b83f6c4f8aaee8bmlt_after	Thiamine biosynthesis protein X	2bf4a0c27efcf13bb923bdc319d3c7e5mlt_after	capsule biosynthesis protein	6033825a965b65beaf8b6c2f911c42c0mlt_after	Fumipyrrole biosynthesis protein C	7c96064743884f99de32f3793d49c633mlt_after	thiamine biosynthesis protein HI_0357	5a3bbc775ed453e2ad308d5120ed8268mlt_after	Capsule biosynthesis protein CapA	726b18ceda9c7a11a7dea133323702f9mlt_after	Capsule biosynthesis protein CapB	fe456996ac7dd02ee55163298e53287bmlt_after	Capsule biosynthesis protein CapC	791e24a87d5b3ca3f86a2a92df4a7889mlt_after	Bifunctional thiamine biosynthesis protein ThiDN	91153ea87d6ff60446374b527818c7b1mlt_after	Thiazole synthase	8589197bed52c3657fe5099d0a20933dmlt_after
thiol peroxidase (Scavengase P20)	univ	cs	10	thiol peroxidase	95fa8ea25744baed12dca97e5bfcf891mlt_after	thioredoxin-dependent thiol peroxidase	b40a6a8da9766c2ba62860ed74bd5718mlt_after	Manganese peroxidase	4b0d19f04f0400bd0d3055a20861cb9cmlt_after	Peroxidase P7	286776fa68a0a8609d659b9c2b09bf81mlt_after	thioredoxin peroxidase	e660356fa7c3c56b76be1eb5dad94907mlt_after	Manganese peroxidase 1	ed6affbf865f0bf39587bdb9fa244335mlt_after	Manganese peroxidase 2	155334bdab57b4b6c785888cde7f686dmlt_after	Manganese peroxidase 3	ed0d5fc55481e353c15a21423f8514a2mlt_after	heme-dependent peroxidase Sca_0241	6dd29902ed5ad6189355cd617e0aae6amlt_after	Manganese peroxidase H3	b02cb281bc1d101df8ea6b01ee744d8bmlt_after	Manganese peroxidase H4	0c4b2024789321d05d6655654fba74e7mlt_after	Manganese peroxidase H5	46527b6e619be882dbf65f6baa459f69mlt_after	glutathione peroxidase	cbca1c87f70531474e7caa0c25caa289mlt_after	Neutral peroxidase	cdd325dc1684ceaa487f8c732b4277dcmlt_after	Glutathione peroxidase 1	0a928d032091222cc1ea21a0064b6855mlt_after
transcriptional regulator, BadM/Rrf2 family	univ	cs	10	HTH-type transcriptional regulator BadM	95224525e6ae1a4027899bdea461dee8mlt_after	Transcriptional regulator RFX1	0e1c46cc9d8bbbc07e4de815b147c42amlt_after	transcriptional regulator, Fis family	af81c341afb6a3b5c868fd67ee293fdcmlt_after	LytR family transcriptional regulator	523ebba0c23a87c357cb96f0a5d39df4mlt_after	LysR family transcriptional regulator	599cdfae4c275dc147f5167bc66454e3mlt_after	DeoR family transcriptional regulator	216a1496bd895c63795c88e17f016194mlt_after	MltR family transcriptional regulator	6e0e1473f35ab75d3bf85a4c55831cb3mlt_after	TetR family transcriptional regulator	d2131a4303cefc3209a259a707ca7f38mlt_after	AraC family transcriptional regulator	9fa0806b3f2b253175d3b885db0149e1mlt_after	transcriptional regulator, AraC family	d53c8c83313fd806528a90697cea1c11mlt_after	Transcriptional regulator Brz	0f5b1e9cc1e5d8c02be2ab7460ef149emlt_after	transcriptional regulator BetI	e8804edb6eba5896740619645357cc90mlt_after	transcriptional regulator BolA	e8a2f1580b59e5b0b5619ec2da93bc4cmlt_after	Transcriptional regulator BlaI	a1267b7bc90c5ced282aa18a354689f0mlt_after	CRP/FNR family transcriptional regulator	219b09b459e19fce60fb41e480e019c9mlt_after
transcriptional regulator, Fur family	univ	cs	10	Transcriptional regulator FurA	5a11c9f81e03d5d4fabe9d9dbebd86d4mlt_after	DeoR family transcriptional regulator	216a1496bd895c63795c88e17f016194mlt_after	transcriptional regulator, Fis family	af81c341afb6a3b5c868fd67ee293fdcmlt_after	LytR family transcriptional regulator	523ebba0c23a87c357cb96f0a5d39df4mlt_after	LysR family transcriptional regulator	599cdfae4c275dc147f5167bc66454e3mlt_after	MltR family transcriptional regulator	6e0e1473f35ab75d3bf85a4c55831cb3mlt_after	TetR family transcriptional regulator	d2131a4303cefc3209a259a707ca7f38mlt_after	CRP/FNR family transcriptional regulator	219b09b459e19fce60fb41e480e019c9mlt_after	AraC family transcriptional regulator	9fa0806b3f2b253175d3b885db0149e1mlt_after	transcriptional regulator, AraC family	d53c8c83313fd806528a90697cea1c11mlt_after	DeoR/GlpR family transcriptional regulator	65e5df6b7d8192663ca285385e310ae6mlt_after	Cotranscriptional regulator FAM172A	ffe4dfd4d3524b16b64e6f19eb52b9ecmlt_after	transcriptional regulator flp	ec1b3750ca8282c8a131e7ef4a889f43mlt_after	transcriptional regulator FtrA	e8eef94e8cef9aee3af8636a4499bd00mlt_after	LysR family transcriptional regulator PA0133	5adac2f8854432d962aad8d963e065a9mlt_after
transcriptional regulator, ModE family	univ	cs	10	Transcriptional regulator ModE	b550adf10c47e59ffcab7f8323ab2d3amlt_after	transcriptional regulator, Fis family	af81c341afb6a3b5c868fd67ee293fdcmlt_after	LytR family transcriptional regulator	523ebba0c23a87c357cb96f0a5d39df4mlt_after	LysR family transcriptional regulator	599cdfae4c275dc147f5167bc66454e3mlt_after	DeoR family transcriptional regulator	216a1496bd895c63795c88e17f016194mlt_after	MltR family transcriptional regulator	6e0e1473f35ab75d3bf85a4c55831cb3mlt_after	TetR family transcriptional regulator	d2131a4303cefc3209a259a707ca7f38mlt_after	AraC family transcriptional regulator	9fa0806b3f2b253175d3b885db0149e1mlt_after	transcriptional regulator, AraC family	d53c8c83313fd806528a90697cea1c11mlt_after	Transcriptional regulator Myc	a53b2fa1a43c5231c8ace48c0f606084mlt_after	CRP/FNR family transcriptional regulator	219b09b459e19fce60fb41e480e019c9mlt_after	Transcriptional regulator DEF1	50f03202647a2a91ae78dbd07d421358mlt_after	DNA-binding transcriptional dual regulator ModE	3ad9f79778979f867692e96d1cdcb6c4mlt_after	transcriptional regulator	0a6f7df69caf283054482e01cae0f17fmlt_after	transcriptional regulator MntR	1b010eb1fd104ceeec4d0337c7315587mlt_after
